FIPS,2024 Urban Influence Code,"Percent of adults who are not high school graduates, 2019-23","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults completing some college or associate degree, 2019-23","Percent of adults with a bachelor's degree or higher, 2019-23",Economic_typology_2015,NATURAL_CHG_2023,DOMESTIC_MIG_2023,R_BIRTH_2023,R_NATURAL_CHG_2023,R_INTERNATIONAL_MIG_2023,R_DOMESTIC_MIG_2023,MEDHHINC_2023,PCTPOVALL_2023,Employed_2023,Unemployment_rate_2023,State_AK,State_AL,State_AR,State_AZ,State_CA,State_CO,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY
48143,0.7418596315392068,0.3090715578321651,-0.9881069631545493,-0.4930909569231876,0.8326855394980874,1.204843925491389,-0.06286736137210346,0.06629776123483436,0.27885700096747174,0.8453786646437618,-0.3807974304214913,0.177328331408854,-0.11588551950589146,0.23281519639672763,-0.180924136140876,-0.07260735153597603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48145,-0.42690514008091196,0.7069527323633552,-0.1344405910261638,1.185816692762866,-0.8937081912063624,1.204843925491389,-0.16206852578684908,0.09327106312754284,-0.08468111499178753,-0.18281452118770733,-0.0993996595807258,1.4066339201125475,-0.9422090381214528,1.0070033294813132,-0.26663535415297673,0.4189046621758611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48147,-1.2060816544943245,0.3626059735885213,0.2268674069836081,0.027885317378608877,-0.3807407973850405,1.204843925491389,-0.258217346681141,0.17085141714276153,-0.3674329829600999,-0.5683869658745083,-0.5683959443153348,1.1290487871794554,0.05497130315559096,-0.055254806611490154,-0.20138634244691503,-0.15452602048794853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48149,-0.8164933972876182,-0.2738890348419592,0.35384731127797997,-0.8231446416814179,0.3073003524079751,-0.4454058593361754,-0.19945973391240704,0.15903454202786066,-0.1654673629827337,-0.3970214349025967,-0.14629928805418674,1.668357045449463,0.36193132427371755,-0.9374691908241574,-0.2355848641696412,-0.15452602048794853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48151,0.3522713743325005,-0.28586374934108594,0.3469247951858816,0.8976247141392336,-0.5717895776050064,-0.4454058593361754,-0.14833297994480737,0.0033600568185145527,-1.215688586865038,-1.5537387689629996,-0.0993996595807258,0.05836327443752883,-0.22239051794166112,-0.0372504314234766,-0.29738314877675553,-0.2364446894399214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48153,-0.03731688287420572,2.5874010084801693,-0.5272143847981476,-0.5355285269386565,-0.7206018649695377,-0.4454058593361754,-0.1460437223044671,-0.03029234840000746,0.19807075297652482,-0.8254352623323755,-0.8028940866826394,-2.05921473965206,-1.131625387845205,1.0430120798573403,-0.292812448847448,0.5827420000798061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48155,1.5210361459526192,1.3715887170318855,-0.5801133606907469,1.232989809660296,-0.9408245911443832,-0.4454058593361754,-0.13459743410276567,0.007727162839238784,-0.9329367188967254,-2.7318767943948914,-0.6152955727887958,2.152148277132852,-0.9367503536913736,0.4128589482768638,-0.30356418801890517,-0.2364446894399214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48157,-1.5956699117010307,-0.5804045595035423,-2.12235121538107,-1.1104377099141638,2.48584676724081,-0.9954891209453636,3.989881747910312,4.0470433434196975,-0.04428799099631444,1.7450477022462971,2.9490761911942336,1.097324771987102,2.4708637278102477,-1.0815041923282664,2.2063009787253245,0.3369859932238879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48159,1.5210361459526192,-0.3891234885032864,-0.8742237503540601,0.6735629513718302,0.5193937565752595,-0.9954891209453636,-0.13993903526355966,0.017745817827959073,-0.407826106955573,0.00997170115569311,0.2757973682069613,0.24077636179356077,-0.33374768031527907,-0.0732591817995037,-0.2769027807491431,0.17314865531994253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48161,1.5210361459526192,0.3954542445429184,0.1865996429402263,0.8658318193594734,-0.8018905780213362,0.10467740227301277,-0.12467731766129111,0.10226216375844566,0.4404294969493648,0.43838552858547186,-0.2869981734745694,1.279737859343134,-0.4017992795436011,0.1607976956446731,-0.2691174561013424,1.238091351695589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48163,-0.8164933972876182,3.3181698117519463,0.8996611109928061,-2.360436692785038,-1.2443247241358217,0.10467740227301277,-0.10331091301811514,0.011323603091599915,0.8847538608995702,0.759695899157806,4.543663559291903,-0.08439479392806143,-0.9317768856550791,1.9972439648220621,-0.2519848987504281,-0.2364446894399214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48165,0.3522713743325005,5.566010651138498,-0.4125196258775976,-2.158079649315658,-1.5727594293629812,0.10467740227301277,0.11874707809489238,0.0018187252817883535,4.398955648505742,3.5015443947083904,0.5571951390477268,-0.2588768774860051,0.033015261336827514,-0.1992898081155992,-0.2454951102415305,-0.5641193652478125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48167,-1.5956699117010307,-0.1994336095838779,-1.3991099392694701,0.2991067173824551,1.0062160238721363,1.204843925491389,0.5506536862390926,0.7668329446768918,0.23846387697199864,0.9953235042441843,0.04129922583965681,0.3676724225629744,1.0677998731321956,-0.541372936687858,0.702825235621129,0.5827420000798061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48169,-0.42690514008091196,3.777509003731069,-0.11177080408627676,-1.2205367817616,-1.3204008558327185,0.10467740227301277,-0.13078200470219853,-0.007429263938568841,0.4404294969493648,-0.05429037295877367,5.2940576148672776,-0.7505991129674826,-0.7450898781463666,0.7189333264730952,-0.2953611437749162,-0.15452602048794853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48171,0.7418596315392068,-0.09630896066018702,-1.1943468277047768,-0.3109645333644783,1.1122397597032612,1.7549271871005772,-0.22769391147660387,0.06681153841374309,-0.7309710989193592,-0.6112283486174861,1.2137899376761792,0.46284446814003444,0.6528185523477217,-0.8114385645080622,-0.22002026878123104,-0.8098753721037311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48173,0.3522713743325005,0.21711397018725415,-2.545318077705755,0.4653493634636052,1.5587099294906654,-0.4454058593361754,-0.12009880238061055,-0.0012639377916640446,0.642395116926731,1.0167441956156733,-0.19319891652764765,-0.43335896104394867,2.069893030396311,-1.153521693080321,-0.3016208838105506,-0.9737127100076763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48175,-0.42690514008091196,0.8643144286917014,-0.5185515828691454,0.8151424475526565,-0.49742080673544337,-0.4454058593361754,-0.1460437223044671,0.01312182321778048,-0.4886123549465199,-0.4612835090170635,-0.6621952012622567,0.312155395976356,-0.08798557686326387,-0.12727230736354467,-0.2883809887835366,0.09122998636796968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48177,-0.8164933972876182,2.1473578569961287,0.684877273598854,-1.0664436546904952,-1.1212674199955686,-0.4454058593361754,-0.09491696833686743,0.015433820522869778,1.611830092818088,0.8453786646437618,-0.2869981734745694,-0.036808771139531335,-0.5534294026013598,0.5568939497809728,-0.25137950803131454,-0.15452602048794853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48179,-0.03731688287420572,0.7293583170071832,0.30162822216539,0.4435092965566892,-0.8498929189672567,0.10467740227301277,-0.1925919609913862,-0.004346600865116443,0.3596432489584179,-0.48270420038855255,0.32269699668042223,-0.34611791926497687,-0.5306242320934729,0.5028808242169319,-0.26183460575040607,0.4189046621758611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48181,-0.42690514008091196,-0.31247832678517756,-0.3574678445048233,0.902729024189407,-0.02967247815235883,-0.9954891209453636,-0.015556036805070925,0.8832034756997198,0.8039676129086233,0.6740131336718502,-0.19319891652764765,1.5890470074685794,0.24062722582751064,-0.6493991878159396,0.0978280204749722,0.09122998636796968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48183,-0.42690514008091196,0.3646879202588441,-0.7250345526389608,0.9936756507591566,-0.16501742766626398,0.10467740227301277,-0.001057405082915796,0.09095906582245354,1.2886851008543025,0.7382752077863171,-0.005600402633804026,-0.06853278633188475,-0.25599175321126044,0.26882394677275473,0.03010296072773594,0.5008233311278336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48185,-0.8164933972876182,1.2422946473905374,-0.40060585049962466,0.15866628829692905,-0.45017046124678756,0.6547606638822009,-0.08804919541584658,0.30032326622776223,0.9655401088905164,0.759695899157806,-0.6152955727887958,2.6359395088162416,-0.046499575194661115,0.07077581970460503,-0.23817593644744733,0.6646606690317793,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
